Original_Index,latitude,longitude,date_time,date,common_name,scientific_name,group_size,sst_mean,sst_median,sst_std,sst_min,sst_max,sst_q25,sst_q75
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,7.101110458374023,7.045000076293945,0.18655915558338165,6.944999694824219,7.59499979019165,7.00499963760376,7.119999885559082
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,7.017777919769287,7.029999732971191,0.08100451529026031,6.889999866485596,7.164999961853027,6.960000038146973,7.045000076293945
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,7.578333377838135,7.59499979019165,0.21463146805763245,7.214999675750732,7.864999771118164,7.440000057220459,7.764999866485596
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,7.281110763549805,7.294999599456787,0.09486183524131775,7.074999809265137,7.404999732971191,7.25499963760376,7.335000038146973
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,7.212221622467041,7.204999923706055,0.13010919094085693,7.00499963760376,7.404999732971191,7.12999963760376,7.294999599456787
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,7.183888912200928,7.174999713897705,0.14800110459327698,7.00499963760376,7.449999809265137,7.045000076293945,7.279999732971191
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,6.289999485015869,6.339999675750732,0.13025611639022827,6.119999885559082,6.474999904632568,6.150000095367432,6.409999847412109
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,6.366110801696777,6.399999618530273,0.0770200863480568,6.204999923706055,6.474999904632568,6.339999675750732,6.409999847412109
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,6.289999485015869,6.339999675750732,0.13025611639022827,6.119999885559082,6.474999904632568,6.150000095367432,6.409999847412109
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,6.399999618530273,6.399999618530273,0.0,6.399999618530273,6.399999618530273,6.399999618530273,6.399999618530273
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,6.7377777099609375,6.644999980926514,0.3763870894908905,6.174999713897705,7.339999675750732,6.529999732971191,6.855000019073486
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,6.816666126251221,6.835000038146973,0.43894439935684204,6.174999713897705,7.339999675750732,6.485000014305115,7.218749761581421
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,6.204999923706055,6.284999847412109,0.2094172090291977,5.839999675750732,6.429999828338623,6.065000057220459,6.37999963760376
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,6.299444198608398,6.349999904632568,0.12998813390731812,6.12999963760376,6.489999771118164,6.159999847412109,6.414999961853027
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,6.374444007873535,6.404999732971191,0.07747562974691391,6.214999675750732,6.489999771118164,6.349999904632568,6.414999961853027
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,6.299444198608398,6.349999904632568,0.12998813390731812,6.12999963760376,6.489999771118164,6.159999847412109,6.414999961853027
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,6.404999732971191,6.404999732971191,0.0,6.404999732971191,6.404999732971191,6.404999732971191,6.404999732971191
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,6.744999885559082,6.644999980926514,0.378292977809906,6.174999713897705,7.349999904632568,6.549999713897705,6.859999656677246
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,6.821666717529297,6.839999675750732,0.4429885745048523,6.174999713897705,7.349999904632568,6.486249923706055,7.227499842643738
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,6.216111183166504,6.289999961853027,0.20666368305683136,5.849999904632568,6.434999942779541,6.089999675750732,6.389999866485596
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,7.2216668128967285,7.210000038146973,0.04062012583017349,7.164999961853027,7.304999828338623,7.204999923706055,7.210000038146973
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,7.257222652435303,7.279999732971191,0.04546734318137169,7.199999809265137,7.315000057220459,7.210000038146973,7.294999599456787
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,7.2216668128967285,7.210000038146973,0.04062012583017349,7.164999961853027,7.304999828338623,7.204999923706055,7.210000038146973
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,7.240000247955322,7.194999694824219,0.09769570082426071,7.134999752044678,7.449999809265137,7.170000076293945,7.294999599456787
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,7.58277702331543,7.544999599456787,0.16794686019420624,7.335000038146973,7.884999752044678,7.449999809265137,7.71999979019165
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,7.578332901000977,7.539999961853027,0.21916505694389343,7.234999656677246,7.924999713897705,7.449999809265137,7.71999979019165
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,7.261110782623291,7.25499963760376,0.0350220613181591,7.21999979019165,7.315000057220459,7.224999904632568,7.294999599456787
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,7.205555438995361,7.194999694824219,0.04037635400891304,7.149999618530273,7.289999961853027,7.184999942779541,7.199999809265137
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,7.241666793823242,7.259999752044678,0.04527686536312103,7.184999942779541,7.299999713897705,7.194999694824219,7.279999732971191
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,7.205555438995361,7.194999694824219,0.04037635400891304,7.149999618530273,7.289999961853027,7.184999942779541,7.199999809265137
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,7.215555191040039,7.164999961853027,0.11424735933542252,7.074999809265137,7.444999694824219,7.149999618530273,7.279999732971191
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,7.573332786560059,7.534999847412109,0.17071738839149475,7.324999809265137,7.87999963760376,7.440000057220459,7.714999675750732
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,7.563333511352539,7.524999618530273,0.2186575084924698,7.21999979019165,7.894999980926514,7.440000057220459,7.714999675750732
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,7.2461113929748535,7.239999771118164,0.03549467399716377,7.204999923706055,7.299999713897705,7.210000038146973,7.279999732971191
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,,,,,,,
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,,,,,,,
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,,,,,,,
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,,,,,,,
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,,,,,,,
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,,,,,,,
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,,,,,,,
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.259444236755371,7.259999752044678,0.054183050990104675,7.174999713897705,7.349999904632568,7.230000019073486,7.294999599456787
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.222222328186035,7.194999694824219,0.04607434198260307,7.174999713897705,7.315000057220459,7.184999942779541,7.25
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.259444236755371,7.259999752044678,0.054183050990104675,7.174999713897705,7.349999904632568,7.230000019073486,7.294999599456787
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.09499979019165,7.09499979019165,0.08800257742404938,6.949999809265137,7.244999885559082,7.039999961853027,7.134999752044678
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.138888835906982,7.099999904632568,0.061181824654340744,7.079999923706055,7.244999885559082,7.09499979019165,7.210000038146973
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.078333377838135,7.074999809265137,0.03439965099096298,7.024999618530273,7.154999732971191,7.054999828338623,7.085000038146973
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.078333377838135,7.074999809265137,0.03439965099096298,7.024999618530273,7.154999732971191,7.054999828338623,7.085000038146973
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.189443588256836,7.194999694824219,0.04912814125418663,7.125,7.259999752044678,7.139999866485596,7.239999771118164
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.17722225189209,7.174999713897705,0.03979881852865219,7.125,7.239999771118164,7.139999866485596,7.199999809265137
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.254444599151611,7.259999752044678,0.054080381989479065,7.170000076293945,7.34499979019165,7.224999904632568,7.289999961853027
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.215555667877197,7.184999942779541,0.04615459963679314,7.170000076293945,7.309999942779541,7.179999828338623,7.244999885559082
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.254444599151611,7.259999752044678,0.054080381989479065,7.170000076293945,7.34499979019165,7.224999904632568,7.289999961853027
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.087778091430664,7.085000038146973,0.08609136939048767,6.944999694824219,7.234999656677246,7.034999847412109,7.125
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.1288886070251465,7.089999675750732,0.06122707575559616,7.065000057220459,7.234999656677246,7.085000038146973,7.199999809265137
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.069444179534912,7.065000057220459,0.0320107601583004,7.019999980926514,7.139999866485596,7.049999713897705,7.079999923706055
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.069444179534912,7.065000057220459,0.0320107601583004,7.019999980926514,7.139999866485596,7.049999713897705,7.079999923706055
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.174444198608398,7.179999828338623,0.04918471351265907,7.105000019073486,7.244999885559082,7.125,7.224999904632568
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.162777423858643,7.159999847412109,0.04049085080623627,7.105000019073486,7.230000019073486,7.125,7.190000057220459
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.444374084472656,7.474999904632568,0.09792983531951904,7.294999599456787,7.559999942779541,7.373749613761902,7.516249656677246
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.4022216796875,7.399999618530273,0.0731479749083519,7.294999599456787,7.50499963760376,7.349999904632568,7.46999979019165
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.444374084472656,7.474999904632568,0.09792983531951904,7.294999599456787,7.559999942779541,7.373749613761902,7.516249656677246
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.7783331871032715,6.832499980926514,0.3060319721698761,6.329999923706055,7.190000057220459,6.537500023841858,6.992500066757202
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.980000019073486,7.054999828338623,0.24602554738521576,6.440000057220459,7.190000057220459,6.940000057220459,7.147500038146973
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.096110820770264,7.114999771118164,0.08023503422737122,7.0,7.264999866485596,7.00499963760376,7.125
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.096110820770264,7.114999771118164,0.08023503422737122,7.0,7.264999866485596,7.00499963760376,7.125
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.356110572814941,7.359999656677246,0.054200127720832825,7.279999732971191,7.454999923706055,7.315000057220459,7.389999866485596
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.279999732971191,7.304999828338623,0.13888435065746307,6.960000038146973,7.454999923706055,7.25499963760376,7.359999656677246
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.443124771118164,7.462499618530273,0.09965381026268005,7.294999599456787,7.565000057220459,7.369999885559082,7.5274999141693115
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.402222633361816,7.394999980926514,0.07234616577625275,7.294999599456787,7.519999980926514,7.364999771118164,7.449999809265137
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.443124771118164,7.462499618530273,0.09965381026268005,7.294999599456787,7.565000057220459,7.369999885559082,7.5274999141693115
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.766666412353516,6.827499866485596,0.2999536693096161,6.315000057220459,7.184999942779541,6.538749814033508,6.958749890327454
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.970714092254639,7.029999732971191,0.23777887225151062,6.449999809265137,7.184999942779541,6.922499895095825,7.142499923706055
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.0833330154418945,7.099999904632568,0.07094604521989822,6.984999656677246,7.204999923706055,7.00499963760376,7.12999963760376
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.0833330154418945,7.099999904632568,0.07094604521989822,6.984999656677246,7.204999923706055,7.00499963760376,7.12999963760376
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.357778072357178,7.359999656677246,0.053857408463954926,7.289999961853027,7.440000057220459,7.309999942779541,7.384999752044678
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.276666641235352,7.289999961853027,0.14104768633842468,6.954999923706055,7.440000057220459,7.239999771118164,7.359999656677246
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.557777404785156,7.549999713897705,0.0320686399936676,7.509999752044678,7.625,7.539999961853027,7.574999809265137
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.513332843780518,7.534999847412109,0.04887627065181732,7.404999732971191,7.574999809265137,7.489999771118164,7.544999599456787
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.557777404785156,7.549999713897705,0.0320686399936676,7.509999752044678,7.625,7.539999961853027,7.574999809265137
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.816666126251221,6.799999713897705,0.11281748861074448,6.674999713897705,7.019999980926514,6.730000019073486,6.884999752044678
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.967777729034424,6.944999694824219,0.15002058446407318,6.764999866485596,7.230000019073486,6.855000019073486,7.059999942779541
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.389444351196289,7.404999732971191,0.09835994988679886,7.230000019073486,7.50499963760376,7.284999847412109,7.480000019073486
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.389444351196289,7.404999732971191,0.09835994988679886,7.230000019073486,7.50499963760376,7.284999847412109,7.480000019073486
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.394999027252197,7.434999942779541,0.08885069191455841,7.214999675750732,7.474999904632568,7.414999961853027,7.444999694824219
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.353888511657715,7.414999961853027,0.10134587436914444,7.190000057220459,7.454999923706055,7.25,7.434999942779541
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.541666507720947,7.539999961853027,0.029627330601215363,7.494999885559082,7.599999904632568,7.524999618530273,7.554999828338623
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.497777938842773,7.519999980926514,0.04831094667315483,7.389999866485596,7.554999828338623,7.474999904632568,7.524999618530273
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.541666507720947,7.539999961853027,0.029627330601215363,7.494999885559082,7.599999904632568,7.524999618530273,7.554999828338623
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.797221660614014,6.779999732971191,0.11065738648176193,6.659999847412109,7.0,6.710000038146973,6.869999885559082
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,6.94777774810791,6.924999713897705,0.15269997715950012,6.744999885559082,7.214999675750732,6.819999694824219,7.039999961853027
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.377777099609375,7.399999618530273,0.10099814832210541,7.214999675750732,7.494999885559082,7.284999847412109,7.474999904632568
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.377777099609375,7.399999618530273,0.10099814832210541,7.214999675750732,7.494999885559082,7.284999847412109,7.474999904632568
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.379444599151611,7.414999961853027,0.09022945910692215,7.199999809265137,7.464999675750732,7.394999980926514,7.434999942779541
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.335000038146973,7.394999980926514,0.10170763731002808,7.170000076293945,7.434999942779541,7.230000019073486,7.414999961853027
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.938332557678223,7.940000057220459,0.08147934824228287,7.784999847412109,8.0649995803833,7.904999732971191,7.964999675750732
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.8544440269470215,7.855000019073486,0.08005020767450333,7.734999656677246,7.944999694824219,7.784999847412109,7.940000057220459
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.938332557678223,7.940000057220459,0.08147934824228287,7.784999847412109,8.0649995803833,7.904999732971191,7.964999675750732
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.368888854980469,7.359999656677246,0.038642119616270065,7.294999599456787,7.434999942779541,7.355000019073486,7.394999980926514
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.358333110809326,7.355000019073486,0.031091278418898582,7.294999599456787,7.404999732971191,7.349999904632568,7.37999963760376
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.660555362701416,7.664999961853027,0.1684643179178238,7.349999904632568,7.909999847412109,7.599999904632568,7.774999618530273
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.660555362701416,7.664999961853027,0.1684643179178238,7.349999904632568,7.909999847412109,7.599999904632568,7.774999618530273
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.750555038452148,7.764999866485596,0.07350148260593414,7.619999885559082,7.869999885559082,7.704999923706055,7.789999961853027
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.67888879776001,7.690000057220459,0.0874890387058258,7.565000057220459,7.835000038146973,7.619999885559082,7.704999923706055
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,7.981111526489258,7.984999656677246,0.08225224912166595,7.829999923706055,8.109999656677246,7.944999694824219,8.010000228881836
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.894999980926514,7.894999980926514,0.08100071549415588,7.774999618530273,7.984999656677246,7.829999923706055,7.980000019073486
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.981111526489258,7.984999656677246,0.08225224912166595,7.829999923706055,8.109999656677246,7.944999694824219,8.010000228881836
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.384999752044678,7.37999963760376,0.048304636031389236,7.279999732971191,7.460000038146973,7.369999885559082,7.409999847412109
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.380556106567383,7.37999963760376,0.030951976776123047,7.319999694824219,7.424999713897705,7.369999885559082,7.409999847412109
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.674444198608398,7.690000057220459,0.17104971408843994,7.369999885559082,7.934999942779541,7.609999656677246,7.794999599456787
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,7.674444198608398,7.690000057220459,0.17104971408843994,7.369999885559082,7.934999942779541,7.609999656677246,7.794999599456787
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.779999732971191,7.799999713897705,0.07648522406816483,7.644999980926514,7.904999732971191,7.734999656677246,7.819999694824219
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,7.70444393157959,7.710000038146973,0.09053674340248108,7.585000038146973,7.864999771118164,7.644999980926514,7.734999656677246
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,7.32777738571167,7.329999923706055,0.07188373804092407,7.194999694824219,7.419999599456787,7.315000057220459,7.359999656677246
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.318333148956299,7.329999923706055,0.07479595392942429,7.164999961853027,7.419999599456787,7.315000057220459,7.359999656677246
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.32777738571167,7.329999923706055,0.07188373804092407,7.194999694824219,7.419999599456787,7.315000057220459,7.359999656677246
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,7.146666526794434,7.164999961853027,0.14255599677562714,6.899999618530273,7.359999656677246,7.039999961853027,7.21999979019165
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,7.146666526794434,7.164999961853027,0.14255599677562714,6.899999618530273,7.359999656677246,7.039999961853027,7.21999979019165
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.146666526794434,7.164999961853027,0.14255599677562714,6.899999618530273,7.359999656677246,7.039999961853027,7.21999979019165
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,6.718332767486572,6.899999618530273,0.43217146396636963,5.954999923706055,7.164999961853027,6.514999866485596,6.994999885559082
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,7.247221946716309,7.234999656677246,0.12369564175605774,7.049999713897705,7.419999599456787,7.149999618530273,7.359999656677246
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,7.298888206481934,7.309999942779541,0.07897890359163284,7.154999732971191,7.394999980926514,7.289999961853027,7.335000038146973
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.293888568878174,7.309999942779541,0.07809469103813171,7.12999963760376,7.394999980926514,7.289999961853027,7.335000038146973
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,7.298888206481934,7.309999942779541,0.07897890359163284,7.154999732971191,7.394999980926514,7.289999961853027,7.335000038146973
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,7.1077775955200195,7.12999963760376,0.14704708755016327,6.904999732971191,7.335000038146973,6.964999675750732,7.194999694824219
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,7.1077775955200195,7.12999963760376,0.14704708755016327,6.904999732971191,7.335000038146973,6.964999675750732,7.194999694824219
